Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\UnitTests\MultiTenancy\NBB.MultiTenancy.Identification.Tests\NBB.MultiTenancy.Identification.Tests.csproj,File,test\UnitTests\MultiTenancy\NBB.MultiTenancy.Identification.Tests\Services\TenantServiceTests.cs,42,12,M:System.Threading.Tasks.Task.WaitAll(System.ReadOnlySpan{System.Threading.Tasks.Task}),,,,,Action act = () => Task.WaitAll(sut.GetTenantIdAsync());
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.Api\NBB.Payments.Api.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Api\NBB.Payments.Api.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.Application\NBB.Payments.Application.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Application\NBB.Payments.Application.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Data\NBB.Payments.Data.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Data\NBB.Payments.Data.csproj,,,Microsoft.EntityFrameworkCore.Design 9.0.0,,,,,"Microsoft.EntityFrameworkCore.Design, 9.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Data\NBB.Payments.Data.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Data\NBB.Payments.Data.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 9.0.0,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 9.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Data\NBB.Payments.Data.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Data\NBB.Payments.Data.csproj,,,Microsoft.Extensions.Configuration.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Configuration.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Abstractions, and replace with new package Microsoft.Extensions.Configuration.Abstractions 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.Data\NBB.Payments.Data.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Data\NBB.Payments.Data.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.Domain\NBB.Payments.Domain.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Domain\NBB.Payments.Domain.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Migrations\NBB.Payments.Migrations.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Migrations\NBB.Payments.Migrations.csproj,,,Microsoft.Extensions.Configuration 9.0.0,,,,,"Microsoft.Extensions.Configuration, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration, and replace with new package Microsoft.Extensions.Configuration 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Migrations\NBB.Payments.Migrations.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Migrations\NBB.Payments.Migrations.csproj,,,Microsoft.Extensions.Configuration.Json 9.0.0,,,,,"Microsoft.Extensions.Configuration.Json, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Json, and replace with new package Microsoft.Extensions.Configuration.Json 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Migrations\NBB.Payments.Migrations.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Migrations\NBB.Payments.Migrations.csproj,,,Microsoft.Extensions.Configuration.UserSecrets 9.0.0,,,,,"Microsoft.Extensions.Configuration.UserSecrets, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.UserSecrets, and replace with new package Microsoft.Extensions.Configuration.UserSecrets 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.Migrations\NBB.Payments.Migrations.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Migrations\NBB.Payments.Migrations.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.PublishedLanguage\NBB.Payments.PublishedLanguage.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.PublishedLanguage\NBB.Payments.PublishedLanguage.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,,,Microsoft.Extensions.Configuration.EnvironmentVariables 9.0.0,,,,,"Microsoft.Extensions.Configuration.EnvironmentVariables, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.EnvironmentVariables, and replace with new package Microsoft.Extensions.Configuration.EnvironmentVariables 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,,,Microsoft.Extensions.Configuration.Json 9.0.0,,,,,"Microsoft.Extensions.Configuration.Json, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Json, and replace with new package Microsoft.Extensions.Configuration.Json 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,,,Microsoft.Extensions.Configuration.UserSecrets 9.0.0,,,,,"Microsoft.Extensions.Configuration.UserSecrets, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.UserSecrets, and replace with new package Microsoft.Extensions.Configuration.UserSecrets 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,,,Microsoft.Extensions.DependencyInjection 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,,,Microsoft.Extensions.Logging 9.0.0,,,,,"Microsoft.Extensions.Logging, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,,,Microsoft.Extensions.Logging.Console 9.0.0,,,,,"Microsoft.Extensions.Logging.Console, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,,,Microsoft.Extensions.Hosting 9.0.0,,,,,"Microsoft.Extensions.Hosting, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Hosting, and replace with new package Microsoft.Extensions.Hosting 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\Program.cs,79,20,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,"services                          .Decorate(typeof(IUow<>), typeof(DomainUowDecorator<>))                          .Decorate(typeof(IUow<>), typeof(MediatorUowDecorator<>))                          .Decorate(typeof(IUow<>), typeof(EventStoreUowDecorator<>));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\Program.cs,79,20,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,"services                          .Decorate(typeof(IUow<>), typeof(DomainUowDecorator<>))                          .Decorate(typeof(IUow<>), typeof(MediatorUowDecorator<>))                          .Decorate(typeof(IUow<>), typeof(EventStoreUowDecorator<>));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\Program.cs,79,20,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,"services                          .Decorate(typeof(IUow<>), typeof(DomainUowDecorator<>))                          .Decorate(typeof(IUow<>), typeof(MediatorUowDecorator<>))                          .Decorate(typeof(IUow<>), typeof(EventStoreUowDecorator<>));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\Program.cs,50,20,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,services.AddMediatR(cfg => cfg.RegisterServicesFromAssemblyContaining<PayPayableCommandHandler>());
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\NBB.Payments.Worker.csproj,File,samples\MicroServices\NBB.Payments\NBB.Payments.Worker\Program.cs,46,20,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,loggingBuilder.AddConsole();
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Orchestration\NBB.ProcessManager.Definition\NBB.ProcessManager.Definition.csproj,File,src\Orchestration\NBB.ProcessManager.Definition\NBB.ProcessManager.Definition.csproj,,,Microsoft.Extensions.DependencyInjection 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Orchestration\NBB.ProcessManager.Definition\NBB.ProcessManager.Definition.csproj,File,src\Orchestration\NBB.ProcessManager.Definition\NBB.ProcessManager.Definition.csproj,,,Microsoft.Extensions.Hosting.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Hosting.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Hosting.Abstractions, and replace with new package Microsoft.Extensions.Hosting.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Orchestration\NBB.ProcessManager.Definition\NBB.ProcessManager.Definition.csproj,File,src\Orchestration\NBB.ProcessManager.Definition\NBB.ProcessManager.Definition.csproj,,,Newtonsoft.Json 13.0.3,,,,,"Newtonsoft.Json, 13.0.3  Recommendation:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Orchestration\NBB.ProcessManager.Definition\NBB.ProcessManager.Definition.csproj,File,src\Orchestration\NBB.ProcessManager.Definition\NBB.ProcessManager.Definition.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Orchestration\NBB.ProcessManager.Definition\NBB.ProcessManager.Definition.csproj,File,src\Orchestration\NBB.ProcessManager.Definition\DependencyInjectionExtensions.cs,19,12,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,services.Scan(scan => scan                 .FromAssemblies(assemblies)                 .AddClasses(classes => classes.AssignableTo(typeof(IDefinition<>)))                 .AsImplementedInterfaces()                 .WithSingletonLifetime()             );
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Orchestration\NBB.ProcessManager.Runtime\NBB.ProcessManager.Runtime.csproj,File,src\Orchestration\NBB.ProcessManager.Runtime\NBB.ProcessManager.Runtime.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\UnitTests\Orchestration\NBB.ProcessManager.Tests\NBB.ProcessManager.Tests.csproj,File,test\UnitTests\Orchestration\NBB.ProcessManager.Tests\NBB.ProcessManager.Tests.csproj,,,Microsoft.Extensions.Logging.Console 9.0.0,,,,,"Microsoft.Extensions.Logging.Console, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\UnitTests\Orchestration\NBB.ProcessManager.Tests\NBB.ProcessManager.Tests.csproj,File,test\UnitTests\Orchestration\NBB.ProcessManager.Tests\NBB.ProcessManager.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,test\UnitTests\Orchestration\NBB.ProcessManager.Tests\NBB.ProcessManager.Tests.csproj,File,test\UnitTests\Orchestration\NBB.ProcessManager.Tests\RegistrationTests.cs,54,12,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,services.AddLogging(builder => builder.AddConsole());
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,test\UnitTests\Orchestration\NBB.ProcessManager.Tests\NBB.ProcessManager.Tests.csproj,File,test\UnitTests\Orchestration\NBB.ProcessManager.Tests\InstanceFixture.cs,19,12,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,var serviceProvider = new ServiceCollection()                 .AddLogging(builder => builder.AddConsole())                 .BuildServiceProvider();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,test\UnitTests\Orchestration\NBB.ProcessManager.Tests\NBB.ProcessManager.Tests.csproj,File,test\UnitTests\Orchestration\NBB.ProcessManager.Tests\InstanceFixture.cs,19,12,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,var serviceProvider = new ServiceCollection()                 .AddLogging(builder => builder.AddConsole())                 .BuildServiceProvider();
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Projections\NBB.ProjectR\NBB.ProjectR.csproj,File,src\Projections\NBB.ProjectR\NBB.ProjectR.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Projections\NBB.ProjectR\NBB.ProjectR.csproj,File,src\Projections\NBB.ProjectR\NBB.ProjectR.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\UnitTests\Projections\NBB.ProjectR.Tests\NBB.ProjectR.Tests.csproj,File,test\UnitTests\Projections\NBB.ProjectR.Tests\NBB.ProjectR.Tests.csproj,,,Microsoft.Extensions.DependencyInjection 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\UnitTests\Projections\NBB.ProjectR.Tests\NBB.ProjectR.Tests.csproj,File,test\UnitTests\Projections\NBB.ProjectR.Tests\NBB.ProjectR.Tests.csproj,,,Microsoft.Extensions.Logging 9.0.0,,,,,"Microsoft.Extensions.Logging, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,test\UnitTests\Projections\NBB.ProjectR.Tests\NBB.ProjectR.Tests.csproj,File,test\UnitTests\Projections\NBB.ProjectR.Tests\NBB.ProjectR.Tests.csproj,,,Microsoft.Extensions.Configuration 9.0.0,,,,,"Microsoft.Extensions.Configuration, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration, and replace with new package Microsoft.Extensions.Configuration 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\UnitTests\Projections\NBB.ProjectR.Tests\NBB.ProjectR.Tests.csproj,File,test\UnitTests\Projections\NBB.ProjectR.Tests\NBB.ProjectR.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,test\UnitTests\Projections\NBB.ProjectR.Tests\NBB.ProjectR.Tests.csproj,File,test\UnitTests\Projections\NBB.ProjectR.Tests\TestFixture.cs,15,12,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,services.AddMediatR(cfg => cfg.RegisterServicesFromAssembly(GetType().Assembly));
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,File,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,,,Microsoft.Extensions.Configuration.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Configuration.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Abstractions, and replace with new package Microsoft.Extensions.Configuration.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,File,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,File,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.0,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,File,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,,,Newtonsoft.Json 13.0.3,,,,,"Newtonsoft.Json, 13.0.3  Recommendation:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,File,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,,,SqlStreamStore.MsSql 1.2.0,,,,,"SqlStreamStore.MsSql, 1.2.0  Recommendation:  Should be replaced. Remove SqlStreamStore.MsSql, and replace with new package SqlStreamStore.MsSql, 1.2.0"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,File,src\EventStore\NBB.SQLStreamStore\NBB.SQLStreamStore.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.SQLStreamStore.Migrations\NBB.SQLStreamStore.Migrations.csproj,File,src\EventStore\NBB.SQLStreamStore.Migrations\NBB.SQLStreamStore.Migrations.csproj,,,Microsoft.Extensions.Configuration.Json 9.0.0,,,,,"Microsoft.Extensions.Configuration.Json, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Json, and replace with new package Microsoft.Extensions.Configuration.Json 10.0.1"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\EventStore\NBB.SQLStreamStore.Migrations\NBB.SQLStreamStore.Migrations.csproj,File,src\EventStore\NBB.SQLStreamStore.Migrations\NBB.SQLStreamStore.Migrations.csproj,,,Microsoft.Extensions.Configuration.UserSecrets 9.0.0,,,,,"Microsoft.Extensions.Configuration.UserSecrets, 9.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.UserSecrets, and replace with new package Microsoft.Extensions.Configuration.UserSecrets 10.0.1"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\EventStore\NBB.SQLStreamStore.Migrations\NBB.SQLStreamStore.Migrations.csproj,File,src\EventStore\NBB.SQLStreamStore.Migrations\NBB.SQLStreamStore.Migrations.csproj,,,SqlStreamStore.MsSql 1.2.0,,,,,"SqlStreamStore.MsSql, 1.2.0  Recommendation:  Should be replaced. Remove SqlStreamStore.MsSql, and replace with new package SqlStreamStore.MsSql, 1.2.0"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\EventStore\NBB.SQLStreamStore.Migrations\NBB.SQLStreamStore.Migrations.csproj,File,src\EventStore\NBB.SQLStreamStore.Migrations\NBB.SQLStreamStore.Migrations.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MultiTenancy\NBB.Todo.Api\NBB.Todo.Api.csproj,File,samples\MultiTenancy\NBB.Todo.Api\NBB.Todo.Api.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,samples\MultiTenancy\NBB.Todo.Api\NBB.Todo.Api.csproj,File,samples\MultiTenancy\NBB.Todo.Api\Startup.cs,96,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"if (Configuration.GetValue<bool>(""OpenTelemetry:MetricsEnabled""))              {                  services.AddOpenTelemetry().WithMetrics(options =>                  {                      options.ConfigureResource(configureResource)                          .AddRuntimeInstrumentation()                          .AddHttpClientInstrumentation()                          .AddAspNetCoreInstrumentation()                          .AddPrometheusExporter();                  });              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,samples\MultiTenancy\NBB.Todo.Api\NBB.Todo.Api.csproj,File,samples\MultiTenancy\NBB.Todo.Api\Startup.cs,93,16,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"services.Configure<OtlpExporterOptions>(Configuration.GetSection(""OpenTelemetry:Otlp""));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,samples\MultiTenancy\NBB.Todo.Api\NBB.Todo.Api.csproj,File,samples\MultiTenancy\NBB.Todo.Api\Startup.cs,69,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"if (Configuration.GetValue<bool>(""OpenTelemetry:TracingEnabled""))              {                  Sdk.SetDefaultTextMapPropagator(new JaegerPropagator());                    services.AddOpenTelemetry().WithTracing(builder => builder                          .ConfigureResource(configureResource)                          .SetSampler(new AlwaysOnSampler())                          .AddHttpClientInstrumentation()                          .AddAspNetCoreInstrumentation()                          .AddMessageBusInstrumentation()                          .AddEntityFrameworkCoreInstrumentation(options =>                          {                              options.SetDbStatementForText = true;                              options.EnrichWithIDbCommand = (activity, command) =>                              {                                  //activity.SetTag(""db.statement"", command.CommandText);                                  activity.SetTag(                                      ""db.statement.params"",                                      string.Join("", "", command.Parameters.Cast<SqlParameter>().Select(p => $""{p.ParameterName} = {p.Value}"")));                              };                            })                          .AddOtlpExporter()                  );                  services.Configure<OtlpExporterOptions>(Configuration.GetSection(""OpenTelemetry:Otlp""));              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,samples\MultiTenancy\NBB.Todo.Api\NBB.Todo.Api.csproj,File,samples\MultiTenancy\NBB.Todo.Api\Startup.cs,57,12,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,services.AddMultitenancy(Configuration)                  .AddDefaultHttpTenantIdentification()                  .AddMultiTenantMessaging()                  .AddTenantRepository<ConfigurationTenantRepository>();
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MultiTenancy\NBB.Todo.Data\NBB.Todo.Data.csproj,File,samples\MultiTenancy\NBB.Todo.Data\NBB.Todo.Data.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 9.0.0,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 9.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\MultiTenancy\NBB.Todo.Data\NBB.Todo.Data.csproj,File,samples\MultiTenancy\NBB.Todo.Data\NBB.Todo.Data.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,samples\MultiTenancy\NBB.Todo.Migrations\NBB.Todo.Migrations.csproj,File,samples\MultiTenancy\NBB.Todo.Migrations\NBB.Todo.Migrations.csproj,,,Microsoft.EntityFrameworkCore.Design 9.0.0,,,,,"Microsoft.EntityFrameworkCore.Design, 9.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.1"
